query name,avg_round
remove member from group,0.0
return column for event,0.0
return inetaddress for broadcast address,0.0
set number of decimal digits to int,0.0
remove image from media tracker,0.0
move cursor to insert row,0.0
return runnablefuture for task,0.0
return keyboard mnemonic for accessing,0.0
filter buffer of pixels in default rgb colormodel,0.0
return copy of this localtime with number of seconds,0.0
write sequence of ints to stream,0.0
obtain minguodate from system clock,1.0
return message about completion,0.0
return description text for role,0.0
return iterator over namespace prefix strings,0.0
mirror character according to specification,1.0
set parameter to inputstream object,0.0
remove attributes from attribute,0.0
compare biginteger with biginteger,0.0
return mimeheaders in mimeheaders,0.0
return list iterator over elements,0.0
return height of each tile in image,0.0
convert int value into string,0.0
remove subcomponents from jtabbedpane,0.0
set delegate for objectimpl instance,0.0
append string representation of the float argument to sequence,0.0
set location to values,0.0
acquire longer than thread,0.0
insert html into document,0.0
return iterator over elements,1.0
add path in array of paths,0.0
get parameters to log message,0.0
convert corba object reference to string,0.0
set time in seconds,0.0
return number of bits in representation of this biginteger,0.0
return offset after character of the subsequence,0.0
create directory in directory,1.0
create view of this byte buffer as int buffer,0.0
remove task from queue,0.0
return object with policies,0.0
return copy of this year with number of years,0.0
move caret to position,0.0
set pattern to pattern,0.0
set selectionmodel for list,0.0
add listener to list,0.0
return cross feed direction resolution in units of dphi,0.0
give hint as to direction,0.0
return enumeration value table for class dialogtypeselection,0.0
return iterator over elements,1.0
set time as unit,1.0
retrieve value of the designated column in row of this resultset object,1.474
return default value for attribute,0.0
return protocol string for object,0.0
set error destination to file,0.0
specify html as string,1.0
return descriptor for class,0.0
return height of the specified row based on layout,0.0
return width of the page in 1/72nds of an inch,0.0
insert element as component,0.0
put value of the named int field into field,0.0
receive mouse wheel events from component,0.0
return index for tabbedpane,0.0
return enumeration value table for class jobstatereason,0.0
return start position for entry,0.0
set value of the indexed component of the specified array object to value,0.0
get alignment for layout,0.0
create handler for sax parser,0.0
remove child components from pane,0.0
compare object with attribute,0.0
deselect item at index,0.0
return role element value for soapfault,0.0
set stream for source,0.0
invoke getpathforrow method on ui,0.0
return paths between rows,0.0
obtain date from era,1.0
return size in bits of the random exponent,0.0
set directory to parent of the current directory,0.0
set data in slot,0.0
insert jmenuitem at position,0.0
append coordinates to polygon,0.0
get width in user,0.0
set value of the indexed component of the specified array object to value,0.0
return menu at position,0.0
set iiometadata to object,0.0
put value of the named object field into field,0.0
create poa as child of the target poa,0.0
adjust object as object,0.0
attach listeners to jtableheader,0.0
create handler for type,0.0
return enumeration value table for class jobsheets,0.0
return position of the mouse pointer in space,0.0
convert object to string,0.0
return shaper for range,0.0
write content from document,1.0
read float from stream,0.0
move start of the gap to location,0.0
return hash code for object,1.0
set value of the protected context field to scriptcontext,0.0
compare object with subject,0.0
return string including information,0.0
replace datavector instance variable with vector of rows,0.0
return java type info for property,0.0
bring dialog with icon,0.0
return hashcode for interface address,0.0
return superclass for cell values,0.0
add acl entry to acl,0.0
represent time after time,0.0
return flatness of curve,0.0
return iterator over namespace prefix strings,0.0
return copy of this period with amounts of each unit,0.0
create listeners for combo box,0.0
set paper size for pages,0.0
set attributes for text,0.0
create statement object for sending,0.0
return point size given size index,0.0
return value for certificate,1.0
create border with edge,1.0
set beancontext for beancontextchildsupport,0.0
indicate location within coordinates,0.0
set value of the dynenum as value,0.0
return default icon for laf,0.0
get layer property for jcomponent,0.0
add filter to list of user choosable,0.0
receive action events from text field,0.0
subtract shape of the specified area from shape of this area,0.0
activate iiometadatacontroller for object,0.0
read bytes of data from input stream,1.0
return index argument from call,1.0
return size of the table for tag,0.0
add color chooser panel to color chooser,0.0
obtain instance of time from localtime object,0.0
retrieve syncprovider implementation for object,0.0
return size for thumb,1.0
read data from input stream,0.0
support subqueries in comparison expressions,0.0
return hash code value for code signer,0.0
remove newchild from parent,0.0
return tile height in pixels,0.0
insert element into list,0.0
combine date time with time zone,1.0
associate object references with object identifiers,0.0
return constraints on target certificate,0.0
fetch offset within document,0.0
create channel group with thread pool,1.0
encode string into sequence of bytes,1.0
write long to file,0.0
break view on axis,1.0
translate coordinates to position,0.0
remove provider with name,0.0
return name of the member at position,0.0
get object for key,0.0
return identifier for object adapter,0.0
set position to getbeginindex,0.0
read bytes from stream,1.778
return breakiterator instance for line breaks,0.0
determine alignment for view,0.0
convert duration to length,0.0
move component to position,1.0
extract value from dynany,1.0
restore drawing buffer from state,0.0
invoke getdividerlocation method on ui,0.0
receive focus events from component,0.0
compare values for equality,0.0
return string including type,0.0
set time zone with time zone value,0.0
set type for object,1.0
get size for editor component,1.0
set angle of this arc to value,0.0
return hash code value for instance,0.0
insert element at front of this deque,1.333
set component at index,0.0
retrieve value of the designated column in row of this resultset object,1.474
add binding for key,0.0
return qname for attribute,0.0
insert element at tail of this queue,1.429
write byte to file,0.0
write sql datalink value to stream,0.0
obtain date from era,1.0
set error event listener for transformerfactory,0.0
initialize pair generator for keysize,1.0
set constraints for component,0.0
remove bindings from keymap,0.0
return component at top of the hierarchy,0.0
create context for compositing operation,0.0
obtain input stream from file,1.0
retreive value from defaults table,0.0
return index within bank,0.0
add column to model,0.0
convert enumeration instance to enumeration value,0.0
add component to container,1.6
read bytes from stream,1.778
obtain instance of month from object,0.0
set role in relation,0.0
write value to output stream,1.0
obtain date from epoch day,1.0
set attributes for paragraph,0.0
extract range of data from node,0.0
convert string object in jdbc,0.0
create ui for jformattedtextfield,0.0
schedule task for execution,1.0
return purpose numberformat instance for locale,0.0
compare object with rdn,0.0
set timeout value in milliseconds,0.0
return number of views in view,0.0
get value of the specified field from offset,0.0
create ui object for component,0.0
end path with path,0.0
convert biginteger to short,0.0
return specifier for image format,0.0
set obj as value,0.0
set tempo in microseconds,0.0
return copy of this duration with duration,0.0
set limit for number of bytes,0.0
retain elements in set,0.0
set target object for relation,0.0
calculate amount of time between objects,0.0
obtain data byte in message,1.0
insert item into item list,0.0
get encoding name from name,0.0
start work on behalf of a transaction branch,0.0
process source into transformer object,0.0
set flag for object,0.0
return doubleconsumer after the,0.0
notify listeners for notification,0.0
set output destination to file,0.0
read idl corba::object from input stream,0.0
return roles in relation,0.0
truncate file to size,0.0
read len bytes from file,0.0
get size for editor component,1.0
get attribute names for filter,0.0
enable traversal keys for component,0.0
retrieve value of the designated column in row of this resultset object,1.474
return keytab instance from file object,0.0
compare object with map,1.0
read attribute in stream,0.0
get value of the named byte field from field,0.0
create object for calling,0.0
get value of the named long field from field,0.0
convert jlist coordinate to row,0.0
invoke operation occording to contents of the request message,0.0
add iioreadupdatelistener to list of registered update listeners,0.0
parse token from input stream of this tokenizer,0.0
return copy of the service context with given,0.0
return sslparameters in effect,0.0
return value for attribute,1.0
return copy of this period with amount of days,0.0
return index into list of elements,0.0
add object in set of observed mbeans,1.0
replace object in list of parameters,0.0
return stream pointer to position,0.0
insert elements in bulk,0.0
insert string representation of the char argument into sequence,0.0
return offset into document,0.0
set pixel to rgb value,0.0
write property list in properties table,1.0
fetch reference to text,0.0
change state of the poa manager to holding,0.0
return copy of this offsettime with number of seconds,0.0
return field names in descriptor,0.0
extract value from dynany,1.0
return set for traversal operation,0.0
add component to container,1.6
convert interface address to string,0.0
get index with hypertext document,0.0
return iterator for elements of this stream,0.0
return copy of this duration with duration,0.0
return default value for parameter,1.0
insert element at front of this deque,1.333
convert value into string,1.0
remove changelistener from listener list,0.0
read attribute in stream,0.0
return text of text nodes to node,0.0
remove field from descriptor,0.0
reset count field of this byte array output stream to zero,0.0
obtain midi sequence from url,0.0
return type for values of the attribute,0.0
append geometry of the specified shape object to path,0.0
add set of attributes to list,0.0
return renderedimage instance of this image with default width,0.0
allow access request based on accesscontrolcontext policy,0.0
obtain type information from servant,0.0
return inetaddress object given ip address,0.0
determine position in model,0.0
remove paths from selection,0.0
set logger to level,0.0
remove key from map,0.0
return default channel provider for invocation of the java virtual machine,0.0
apply function to argument,0.0
return number of color components in colormodel,0.0
return samples for pixel,1.0
obtain date from era,1.0
add mappings in map,0.0
calculate amount of time until year month,0.0
convert string argument into value,0.0
write array of bytes to blob value,0.0
write block of compressed data to output stream,0.0
create object for string protocol,1.0
allow values in parameter,0.0
return value for oldinstance,0.0
return tile index in direction,0.0
write string value to stream,1.0
set transform to inverse of itself,0.0
add element type to metadata document format,1.0
authenticate mbeanserverconnection client with client credentials,0.0
set parameter to object,0.0
return editorkit class name for type type,0.0
remove value for variable,0.0
write image in mode,0.0
expand node in row,0.0
create reference with uri,0.0
convert string argument into value,0.0
return parameters for mask generation function,0.0
specify print quality for pages,0.0
create pathiterator for outline of area object,0.0
obtain decimalstyle for locale,0.0
retrieve array of controls from object,0.0
set subtype for object,0.0
receive mouse events from component,0.0
retrieve value of the designated column in row of this resultset object,1.474
fetch tag constant for tag name,0.0
disconnect editor from jspinner,0.0
return number of parameter types in method type,0.0
obtain date in chronology,1.0
return copy of this duration with length,0.0
return string table for class,0.0
obtain sax inputsource object from source object,0.0
initialize cipher with key,0.0
set location of this point2d to coordinates,0.0
return stub for object,0.0
remove mappings from map,0.0
return value of the specified number as short,0.0
retrieve exception code for sqlexception object,0.0
set location to float values,0.0
rotate elements in list,0.0
obtain date in chronology,1.0
convert docflavor to string,0.0
set location of this rectangle2d to values,0.0
return information about applet,0.0
add style into style hierarchy,0.0
return class loader for tools,0.0
return stream of pseudorandom int values from generator,0.0
send output to parent,0.0
set input selection values for pane,0.0
create link to target,0.0
return thread info for threads,0.0
return height of the page in 1/72nds of an inch,0.0
append character sequence to buffer,0.0
write byte to sqloutputimpl,0.0
get printable area as array of values,0.0
add title to border,1.0
create view for element,0.0
return hashcode for set of tabstops,0.0
process source into templates object,0.0
obtain position in sequence,0.0
prepare image for rendering,0.0
set kit for handling,0.0
return copy of this duration with nano,0.0
create xmleventreader from jaxp source,0.0
set location of the end points to point2d,0.0
return copy of this offsettime with number of nanoseconds,0.0
load keystore from input stream,0.0
process events on check box menu item,0.0
output value in holder,0.0
convert string argument into value,0.0
write data to outputstream,0.0
append character sequence to appendable,0.0
add components of a compound name to end of this compound name,0.0
create dispatch instance for use,0.0
return square of the distance from point2d,0.0
return enumeration over names of the attributes,0.0
return list of the platform mxbean proxies for forwarding,0.0
add reference object to queue,0.0
return baseline for tab,0.0
return hash code value for resolution,0.0
get source as reference of type beancontextservices,0.0
return string at index,0.0
remove image from stream,0.0
construct builder with components of an existing acl entry,0.0
initialize properties as such,0.0
convert value to string,1.0
acquire lock on file,0.0
return index of the first column in table,0.0
get version value from certificate,0.0
return dateformatsymbols instance for locale,0.0
create role element value for soapfault,0.0
set number of decimal digits in value,0.0
return repository for interface of the servant,0.0
add state to state,0.0
bring dialog panel with options,0.0
call drop on droptargetlistener,0.0
get date from crl,0.0
install mouse handlers on newpane,0.0
change requests for shape,0.0
change action for input errors,0.0
retrieve name of the class in java programming language,0.0
return copy of this localdatetime with altered,0.0
receive actionevents from trayicon,0.0
obtain duration from text string,0.0
return color component value for component,1.0
set location of the end points of this line2d to same,0.0
compare server name to object,0.0
return iteration of the encodings with default encoding,0.0
set values for calendar fields,0.0
fetch span along axis,0.0
write endpointreference to infoset format,0.0
set location of the outer bounds of this rectangle2d to values,0.0
decode bytes from input byte array,1.0
select item at index,0.0
obtain instance of offsetdatetime from date time,0.0
alter table with drop column,0.0
set cursor image to cursor,0.0
compute value for variable,0.0
set data for pixel,0.0
return algorithm name for key,0.0
get calendar with time zone,0.0
set queue length for connection indications,0.0
replace value with result of invoking,0.0
get context for window,0.0
return hashcode for text attribute,0.0
retrieve severity code for warning error,0.0
associate object to key,0.0
remove propertychangelistener from listener list,0.0
set field on event locator,0.0
determine change in data,0.0
return value for calendar field of this gregoriancalendar instance,1.0
write bits to stream,0.0
set position to values,0.0
return hash code value for instance,0.0
get number of columns in layout,0.0
get threshold value for mbean,0.0
insert text at position,0.0
return enumeration value table for class printerstatereason,0.0
return copy of this localtime with number of seconds,0.0
set parameter to array of bytes,0.0
return size for separator,1.0
scan token of the input as float,0.0
restore frame to size,0.0
get collator for default locale,0.0
convert socket to string,0.0
insert element into queue,1.0
create componentsamplemodel with width,0.0
obtain input stream of the specified encoding from input stream,0.0
support data definition within transaction,0.0
remove frame from parent,1.0
set transform to rotation transformation,0.0
set column title for use,0.0
return hash code for instant,0.0
return copy of this offsetdatetime with number of nanoseconds,0.0
set default assertion status for class loader,0.0
compute hash value for attribute name,0.0
add itemlistener to model,0.0
convert wrapper types to types,0.0
return class with name,0.0
uninstall event listeners for ui,0.0
apply pattern to format object,0.0
set icon for button,1.0
compare instant to instant,0.0
return object in sequence,0.0
scan token of the input into value,0.0
write access mode for role,0.0
compare color model with another,0.0
return character encoding for handler,0.0
add path to selection,1.0
get reference to schema,0.0
retrieve attribute in sqlinputimpl object,1.636
write len bytes from byte array,0.0
return position in stream,0.0
read value from input stream,1.0
get command list from mime type,0.0
read idl string from input stream,1.0
return doublestream with range of the specified array,0.0
reset barrier to state,0.0
set log writer for datasource object,0.0
apply visitor to value,0.0
add rules from stylesheet ss,0.0
indicate commitment towards triggering,0.0
add input output argument with name,0.0
place namespace declaration attributes into nsdecl namespace,0.0
fold value into result container,0.0
write attribute to stream,1.0
get traffic class for packets,0.0
mark place in sequence of character content,0.0
send notification for role update,0.0
determine offset into text,0.0
set caret movement policy on document,0.0
insert element at tail of this queue,1.429
return path element at index,0.0
return remainder from dividing,0.0
convert qname instance into string,0.0
compare biginteger with object,0.0
return copy of this localtime with number of hours,0.0
return commands for type of data,1.0
return method object for element,0.0
return permissioncollection object for storing,1.0
return samples for rectangle of pixels,0.0
retrieve values in transformation matrix,0.0
convert object to localdatetime,0.0
read data from input,0.0
append page to end of this book,0.0
return element at position,0.0
convert protectiondomain to string,0.0
identify menu item as armed,0.0
set filename filter for file dialog window,0.0
get date formatter with style,0.0
get decimalformatsymbols instance for locale,0.0
return name for language,0.0
process events on text field,0.0
write attribute to stream,1.0
move component to location,0.0
construct aclentry from components of this builder,0.0
retrieve value of the designated column in row of this resultset object,1.474
replace object in list of parameters,0.0
return iterator over elements,1.0
force changes in contents of this preference node,0.0
return hash code for serialstruct,0.0
produce numbers for activationgroupdescs,0.0
set calendar field to value,0.0
append character to writer,0.0
create border with edge,1.0
create listener reponsible for getting,0.0
convert character to utf-16 representation,0.0
remove component from layout,0.0
return reader for parser,0.0
create texthitinfo on side of the insertion point,0.0
obtain instance of localdate from text string,1.0
return hash code value for attribute,0.0
create jbutton for actions,0.0
acquire lock on file,0.0
return string table for class printerisacceptingjobs,0.0
get gap between components,1.0
append menu to end of the menu bar,0.0
set text for scanning,0.0
set clip to rectangle,0.0
return reference for object,1.75
append subsequence of the specified charsequence to sequence,0.0
return char value in sequence,0.0
compute hashcode for iterator,0.0
get base from resolved,0.0
read string value from input stream,1.0
make proxy for mxbean,1.0
return hash code for value,0.0
create soapelement object with name,0.0
remove propertychangelistener from listener list,0.0
initialize object for signing,0.0
remove component from layout,0.0
write sequence of bits to stream,0.0
add root node of the dom document to soapbody object,0.0
read byte from stream,1.0
return hash code for calendar,0.0
return icon for button,1.0
return iterator over elements,1.0
associate attribute with feature,0.0
convert contents into string,0.0
return copy of this offsetdatetime with number of years,0.0
invoke method on ui,1.0
set bit at index,0.0
return information about parameters,0.0
create writableraster with width,0.0
read char value from input stream,1.0
set layout manager for container,0.0
get mime type for file name,0.0
create parallelgroup with alignment of alignment,0.0
specify detail information about event,0.0
append time zone name as such,0.0
add component with tab title,0.0
return reference to object registry,1.0
return control object from input method,0.0
get representation as such,0.0
return certificate object for connection,0.0
remove element from set,0.0
align components along baseline,0.0
set state for track,1.0
get value from certificate,0.0
add response header with name,0.0
return value of this short as short,0.0
return hash code for parseposition,0.0
retrieve term for procedure,0.0
set identifier for source,1.0
write bits to stream,0.0
set number of columns in rowset object,0.0
bind name to object,1.667
modify we to listeners,0.0
convert string name to gssname object,0.0
create writableraster with location,1.0
return amount given unit,0.0
remove occurrence of item from choice menu,0.0
return hash code value for object,0.0
return string table for class mediatray,0.0
specify modal exclusion type for window,0.0
insert typecode object into value field,0.0
associate value with key,1.833
return cpu time for thread,1.0
initialize parameter generator for size,0.0
insert element into queue,1.0
set values for calendar fields,0.0
specify destination printer for jobs,0.0
move component to position,1.0
create hit on edge of the character,0.0
return list of available compression types as array,0.0
aid convenience method in implementation of the case mousewheellistener,0.0
make item at index,0.0
return commands for type of data,1.0
remove listeners from combo box model,0.0
return enumeration value table for class mediasizename,0.0
convert string to integer,0.0
return textlayout on character range,0.0
return value between zero,1.0
remove attribute from set,0.0
compare obj with openmbeanconstructorinfosupport instance,0.0
obtain input stream from input stream,0.0
return code for character,0.0
return serialversionuid for class,0.0
compare object name with object name,0.0
write value of any object to output stream,0.0
insert image into image stream,0.0
retrieve attributes on implementation,0.0
set type for object,1.0
return offset of this time zone from utc,0.0
write icc_profile to file,0.0
insert value into dynany,1.0
remove beancontextserviceslistener from beancontext,0.0
append value of a date time field to formatter,1.6
provide support for xml namespaces,0.0
insert element into queue,1.0
change ui inputmap for component,0.0
return copy of this formatter with override zone,0.0
return color component for pixel,0.0
register mbean in mbean server,0.0
return origin of the specified item in coordinate system,0.0
get signature of the primary method for interface,0.0
return position in serialblob object,0.0
compare serialstruct to object,0.0
write sql ref value to stream,0.0
obtain label for units,0.0
set location to values,0.0
set value to maximum,0.0
return number of bytes in blob value,0.0
return enumeration value table for class finishings,0.0
add border around viewport,0.0
return name for locale,1.0
read corba longlong value from input stream,1.0
return array by typically,0.0
return volatileimage with data layout,1.0
wrap float array into buffer,0.0
write icc_profile to outputstream,0.0
receive frame events from frame,0.0
replace characters in substring of this sequence,0.0
unblock multicast datagrams from source address,0.0
move cursor to row,1.0
return color for state,0.0
obtain midi sequence from url,0.0
report change to replacement value,0.0
convert point in user space,0.0
read corba value from input stream,0.0
return amount of memory in bytes,1.667
return currency instance for currency code,0.0
bind reference to name,0.0
create line border with color,0.0
write char value to stream,1.0
set system properties to properties argument,0.0
add menukeylistener to popup menu,0.0
return degree for role reference,1.0
refresh rules from data provider,0.0
indicate annotation type for annotation type,0.0
set comment string for entry,0.0
set selection mode for list,0.0
obtain timing resolution for midi,0.0
resolve systemid against baseuri,0.0
return boolean from defaults,0.0
perform action upon phase advance,0.0
replace entry for key,1.0
fetch location along flow axis,0.0
set parameter to reader object,1.0
compare transition to another,0.0
retrieve column title for column,0.0
set parameter to java value,0.0
read up to characters of data,0.0
return string representation of this check box group including value of current selection,0.0
return number of color components in input color space of this profile,0.0
obtain slave synchronization mode for sequencer,0.0
create graphics context for drawing buffer,0.0
insert element at tail of this deque,0.0
locate factories for print services,0.0
set transform to rotation transformation,0.0
display characters in text,0.0
return action for character errors,0.0
paste text from system clipboard,0.0
get value of this field from object,0.0
register object descriptor for object,0.0
retrieve role value for role name,1.0
return stream of code point values from sequence,0.0
include user in role,0.0
return data array element from bank,1.429
set data array element to float,1.0
get error event handler for transformerfactory,0.0
compare string to object,0.0
return ancestor to node,0.0
report executionexception with throwable,0.0
set selection end for text component,0.0
set state for track,1.0
ignore data definition statement within transaction,0.0
load class from codebase url path,1.0
set stream position to location,0.0
set text contents to string,0.0
retain elements in vector,0.0
return name with sequence of characters,0.0
bind uri to default namespace,0.0
read string value from input stream,1.0
insert string representation of a subarray of the str array argument into sequence,0.0
set descriptors in info array of type indescriptortype,0.0
insert element at position,1.0
return size in bytes,0.0
"perform parallelprefix(int [ ] , intbinaryoperator ) for subrange of the array",0.0
return copy of this period with days,0.0
return copy of this date time with field,0.0
set parameter to ref object,0.0
apply times to date,0.0
return size in bits of samples,0.0
compare object with principal,0.0
get xml element qname for jaxbelement,0.0
install tableheader as columnheaderview of the scroll pane,0.0
retrieve setting for fetch direction,0.0
obtain instance of chronolocaldatetime from object,0.0
return spliterator over elements,0.0
set logging message level for level,0.0
determine default printing attribute value in category,0.0
compare string to string,0.0
insert string representation of the boolean argument into sequence,0.0
remove mapping for key,1.0
return dimensions of the page in pixels,0.0
add address to end of the list of addresses,0.0
set parameter in command,0.0
obtain date time from system clock,1.0
invoke getcellbounds method on ui,0.0
insert item into choice,0.0
return hash code for value,0.0
add extension element to wsa,0.0
add custom entries to defaults,0.0
return component to right,0.0
add string object to contextlist object,0.0
provide mapping for region,0.0
add columns from index0,0.0
return rendering hints for operation,0.0
compare descriptor to object,0.0
return component in range,1.0
obtain instance of year from text string,1.0
set system identifier for source,0.0
return hashcode for constructor,0.0
return square of the distance from point,0.0
append string representation of the char array argument to sequence,0.0
return hit for caret,1.0
create endpoint object with binding,0.0
perform synchronization between object,0.0
obtain clip from mixer,0.0
prepare image for rendering,0.0
compute union of this rectangle with rectangle,0.0
compare crl entry for equality,0.0
return number in sequence,1.0
return hash code value for set attribute,0.0
associate thread with threadinfo,0.0
return reference for object,1.75
append elements in roleunresolvedlist,0.0
remove child from beancontext,0.0
return number of pages in book,0.0
associate type information with attribute,0.0
set url property for object,0.0
return int value with bit,0.0
write data to mixer,0.0
associate property with document,0.0
return element in set,1.0
extract time as nanos of day,0.0
retrieve localization resource bundle for logger,0.0
find method type with parameter type,0.0
add entries to registry,0.0
set source for subprocess standard,0.0
retrieve signature on object,0.0
add component to end of this container,0.0
set transform to copy of the transform,0.0
remove stylesheet ss from those of the receiver,0.0
remove attribute from list,0.0
create view for element,0.0
len bytes from stream,0.0
set element at position,2.0
set action command for button,0.0
write object in java programming language,0.0
set policy on execute,0.0
create screen drawable image with capabilities,0.0
get gauge for mbean,0.0
return number of rows before sort,0.0
return object for reading,0.0
associate persistence delegate with type,0.0
return amount of time in milliseconds,0.0
add attribute to end of the list,1.0
close client connection to server,0.0
return distance from point,0.0
obtain instance of zoneddatetime from text string,1.0
append text to text,0.0
return string from defaults,0.0
return copy of this duration with duration,0.0
replace text from start,0.0
get size for editor component,1.0
perform convolution on bufferedimages,0.0
report property update to listeners,1.917
add rows from index0,0.0
return value of this byte as double,0.0
return hash code value for entry,0.0
return component at index,0.0
return coordinate of the left corner of tile in image,0.0
return values for commandenvironments,0.0
return repaintmanager for thread,0.0
set system from file reference,0.0
set rectangle of this shape based on center point coordinates,0.0
return enum constant of this type with name,0.0
create stream from spliterator,0.0
create bufferedimage with width,0.0
retrieve value of the designated column in row of this resultset,0.0
write object to objectoutputstream,0.0
return coordinate of the left corner of tile in image,0.0
decode ssl tls network data into application data buffer,0.0
set parameter to float,0.0
position thumb with mouse gesture,0.0
replace content with content,0.0
create samplemodel with width,0.0
deselect columns from index0,0.0
return file channel upon acquired,0.0
create destination raster with size,1.667
get enumeration of known factories for producing,0.0
return index argument from call,1.0
set name for data format,0.0
provide hint to look,0.0
return string representation of this thread including name,0.0
visit string value in annotation,0.0
draw background in paintmenuitem,0.0
write string to file,1.0
add http cookie to store,0.0
set http status code for response,0.0
associate value with key,1.833
read float from file,0.0
return distance between points,0.0
write start tag for element,0.0
return permissions for codesource object,0.0
remove element from format,0.0
return list iterator over elements,0.0
set value of the indexed component of the specified array object to char value,0.0
set font for component,0.0
remove listener from list,1.0
convert rectangle arectangle in source,0.0
change selection to set,0.0
read len bytes from stream,0.0
return network prefix length for address,0.0
set state for channel,0.0
return class in vm,0.0
specify displayedmnemonic as char value,0.0
return print resolution for pages,0.0
add provider to position,1.0
write clob object in java programming language,0.0
return copy of this duration with duration,0.0
set background color for view,0.0
add component to scroll pane container,0.0
return name of the column at columnindex,0.0
relativize uri against uri,0.0
return copy of this localdatetime with number of nanoseconds,0.0
sign values in column,0.0
return icon with appearance,0.0
return border instance for jtogglebutton,0.0
set columns as match column,0.0
remove lookandfeel from list of auxiliary look,0.0
add object to rectangle2d,0.0
return bank indices for bands,0.0
allow selections from choices list,0.0
remove listener for events,0.0
return iterator over soapheaderelement objects,0.0
write sequence of chars to stream,0.0
create spliterator over elements,1.0
return string as sequence,0.0
unschedule task for execution,0.0
give performance hint as to direction,0.0
get integer value for level,0.0
get value of the specified field from year,0.0
convert uri to path object,0.0
normalize instance to utc,0.0
return name for time zone,1.0
open file for reading,1.0
obtain date time from date time object,1.0
evaluate policy for permissions,0.0
set limit for number of rows,0.0
return name for bcp47 language code,0.0
return object from defaults,0.0
return dimension in units of micrometers,0.0
set bindings of attributes for scope,0.0
get objectinstance for mbean,0.0
retrieve index of the character following character,0.0
set type field to typecode object,0.0
return icon from defaults,0.0
remove achild from child array,0.0
mark position in stream,1.0
return completablefuture with result of the given function of the exception,0.0
release synchronization for lines,0.0
return value of the bit with index,0.0
append value of a date time field to formatter,1.6
read attribute in stream,0.0
return enumeration value table for class sides,0.0
return cell index in jlist,0.0
return value for calendar field of this calendar instance,1.0
create multipixelpackedsamplemodel with width,0.0
invoke uninstallui method on ui,0.0
return service for printer job,0.0
transform string into series of bits,0.0
obtain thaibuddhistdate from system clock,1.0
write midi from sequence,0.0
set value of a field as int,0.0
return box for drop line,0.0
write value to output stream,1.0
return value of the specified number as double,0.0
return copy of this zoneddatetime with number of seconds,0.0
get policy on removed,0.0
set state for information flags,0.0
get time formatter with default style,0.0
return iterator over elements,1.0
return iterator in form of imagetypespecifierss,0.0
set samples for rectangle of pixels,0.0
create retrievalmethod from uri,0.0
see tag in document,0.0
show dialog depending on value of parameter,0.0
set row selection model for table,0.0
return print quality for pages,0.0
encode bytes from byte array,1.0
return height of the display in pixels,0.0
replace text between indices,0.0
return tabstop at index index,0.0
write string to clob value,1.0
convert type to value type,0.0
begin writing of a complete image stream to output,0.0
replace value type with value,0.0
obtain set of target formats with encoding,0.0
read float value from input stream,0.0
make connection through rmi connector,0.0
change limit for dates,1.0
retrieve constraints for component,0.0
redo changes from index of the next edit,0.0
add propertychangelistener to listener list,0.0
broadcast start of an image by calling,0.0
delimit string constants in tokenizer,0.0
get resultset objects from call,0.0
compare object with type,0.0
register charset in registry,0.0
get value of the specified field from date time,1.0
schedule task for rate execution,1.0
enumerate names along with objects,0.0
set bit at index,0.0
set parameter in command,0.0
change limit for dates,1.0
add item with label,0.0
compare treepath to object,0.0
compare object with object,1.75
append numpages to end of this book,0.0
unregister mbean from mbean server,0.0
uninstall listeners from panel,0.0
compare object with kerberoskey,0.0
return height of a table row in pixels,0.0
return margin between border,0.0
support conversion to encoding,0.0
invoke gettabbounds method on ui,0.0
set height in pixels,0.0
return data array element from bank,1.429
set index of the current animation frame to value,0.0
set orientation for jsplitpane,0.0
delete component from name,0.0
set transform to rotation transformation,0.0
write sql value to stream,0.0
invoke method on ui,1.0
remove listener from multicaster,0.0
set typecode for return value of the method,0.0
return root poa from instance,0.0
set value of the mime header to string,0.0
add changelistener to progress bar,0.0
return default icon for laf,0.0
read corba object from input stream,0.0
set traffic class in ip datagram header,0.0
add separator line to menu,0.0
shutdown connection for writing,0.0
return identifier for look,0.0
set compression level to value,0.0
invoke method on listener,0.0
obtain date in calendar system,0.0
parse source as schema,0.0
return object as appropriate,0.0
return alignment along axis,1.0
return data flavors for transfer,0.0
recompute value of cellheight based on font,0.0
add duration to object,0.0
swap elements at positions,0.0
add component at tab index,0.0
set tooltip text at index,0.0
return identifier for row,0.0
mark size as being,0.0
set data for pixel,0.0
receive action events from list,0.0
get time formatter with style,0.0
get name for unit,0.0
convert point in pixel coordinates,0.0
map index of the row to view,0.0
get date formatter with default style,0.0
set count to value,0.0
set element at position,2.0
return tablecolumn object for column,1.0
add highlight to view,0.0
assign object reference to element of the specified array of objects,0.0
return index within char sequence,0.0
read set of attributes from object input stream,0.0
report change to character action,0.0
remove entry for key,1.0
obtain date from proleptic year month day fields,0.0
find resource with name,1.0
insert element into queue,1.0
convert biginteger value into string,0.0
return comparator with function,0.0
extract pkcs8encodedkeyspec object from data,0.0
paint labels on slider,0.0
set soapfault object with fault code,0.0
get outputstream for file object,0.0
create future for documentation task,0.0
set caption for table,0.0
return hash code value for server name,0.0
wrap result of openoutputstream in writer,0.0
replace object in list of parameters,0.0
disable recording to track,0.0
